cut_id,movie_id,shot_left_idx,shot_right_idx,y,v15_score,logistic_score,raw_dino_cosine_score,hsv_score,clip_score,cos_sim,left_img0_path,left_img1_path,left_img2_path,right_img0_path,right_img1_path,right_img2_path,kind
tt0172495_1098,tt0172495,1098,1099,1,0.9976376,0.9842096548464312,0.96089524,0.5202472141060344,0.4748542904853821,0.03910476,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0172495/shot_1098_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0172495/shot_1098_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0172495/shot_1098_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0172495/shot_1099_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0172495/shot_1099_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0172495/shot_1099_img_2.jpg,well_handled_positive
tt0479884_0479,tt0479884,479,480,1,0.997617,0.9473421525785458,0.97765005,0.7897941102394689,0.44670218229293823,0.022349954,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0479884/shot_0479_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0479884/shot_0479_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0479884/shot_0479_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0479884/shot_0480_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0479884/shot_0480_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0479884/shot_0480_img_2.jpg,well_handled_positive
tt0976051_0584,tt0976051,584,585,1,0.9974431,0.9855424067518558,0.95572656,0.7879582705318173,0.3264705538749695,0.044273436,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0976051/shot_0584_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0976051/shot_0584_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0976051/shot_0584_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0976051/shot_0585_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0976051/shot_0585_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0976051/shot_0585_img_2.jpg,well_handled_positive
tt0120689_0744,tt0120689,744,745,1,0.9973895,0.9724989853577658,0.9056295,0.7411730249641106,0.36453700065612793,0.094370484,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_0744_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_0744_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_0744_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_0745_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_0745_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_0745_img_2.jpg,well_handled_positive
tt1038919_0221,tt1038919,221,222,1,0.9972698,0.9517481738002858,0.9927537,0.6740134273715389,0.45395392179489136,0.0072463155,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1038919/shot_0221_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1038919/shot_0221_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1038919/shot_0221_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1038919/shot_0222_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1038919/shot_0222_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1038919/shot_0222_img_2.jpg,well_handled_positive
tt0361748_0463,tt0361748,463,464,1,0.997143,0.9652902718245518,0.96200967,0.8488523599072407,0.38761723041534424,0.03799033,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0361748/shot_0463_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0361748/shot_0463_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0361748/shot_0463_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0361748/shot_0464_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0361748/shot_0464_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0361748/shot_0464_img_2.jpg,well_handled_positive
tt1205489_1173,tt1205489,1173,1174,1,0.9969837,0.9857175177978086,0.99887335,0.4020558608330279,0.30563682317733765,0.001126647,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1205489/shot_1173_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1205489/shot_1173_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1205489/shot_1173_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1205489/shot_1174_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1205489/shot_1174_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1205489/shot_1174_img_2.jpg,well_handled_positive
tt0822832_0959,tt0822832,959,960,1,0.9969464,0.9717408079822208,0.92308486,0.46309337066233036,0.40362298488616943,0.076915145,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0959_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0959_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0959_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0960_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0960_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0960_img_2.jpg,well_handled_positive
tt0440963_0240,tt0440963,240,241,1,0.9968688,0.9757555101915244,0.9937529,0.8684668686962576,0.6193536818027496,0.006247103,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0440963/shot_0240_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0440963/shot_0240_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0440963/shot_0240_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0440963/shot_0241_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0440963/shot_0241_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0440963/shot_0241_img_2.jpg,well_handled_positive
tt0822832_0856,tt0822832,856,857,1,0.9965964,0.9822670881883999,0.98280305,0.8808691601766904,0.4950549006462097,0.017196953,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0856_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0856_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0856_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0857_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0857_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0822832/shot_0857_img_2.jpg,well_handled_positive
tt0120382_0839,tt0120382,839,840,0,3.4183504e-08,0.0005750290552906799,0.017127872,0.004075725952857766,0.01034688949584961,0.9828721,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120382/shot_0839_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120382/shot_0839_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120382/shot_0839_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120382/shot_0840_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120382/shot_0840_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120382/shot_0840_img_2.jpg,well_handled_negative
tt0099423_1184,tt0099423,1184,1185,0,6.5841493e-07,0.004872593616334142,0.061700284,0.004133268629236927,0.06401687860488892,0.9382997,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0099423/shot_1184_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0099423/shot_1184_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0099423/shot_1184_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0099423/shot_1185_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0099423/shot_1185_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0099423/shot_1185_img_2.jpg,well_handled_negative
tt0112573_2169,tt0112573,2169,2170,0,7.3711965e-07,0.0030024189880215823,0.012708783,0.006097135123893482,0.008720219135284424,0.9872912,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2169_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2169_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2169_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2170_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2170_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2170_img_2.jpg,well_handled_negative
tt0120689_2233,tt0120689,2233,2234,0,7.501112e-07,0.0030377587568552354,0.028562486,0.0031243159367007603,0.011298000812530518,0.9714375,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2233_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2233_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2233_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2234_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2234_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2234_img_2.jpg,well_handled_negative
tt0112573_2041,tt0112573,2041,2042,0,9.810557e-07,0.0023178591873774016,0.016495287,0.007450756077154564,0.019185245037078857,0.9835047,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2041_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2041_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2041_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2042_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2042_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2042_img_2.jpg,well_handled_negative
tt0068646_0344,tt0068646,344,345,0,1.1852943e-06,0.002948153169241514,0.022521377,0.03267130680592206,0.024623990058898926,0.9774786,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0068646/shot_0344_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0068646/shot_0344_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0068646/shot_0344_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0068646/shot_0345_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0068646/shot_0345_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0068646/shot_0345_img_2.jpg,well_handled_negative
tt0112573_0477,tt0112573,477,478,0,1.3676065e-06,0.001118193645122342,0.041002214,0.038927216520844535,0.0443042516708374,0.9589978,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_0477_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_0477_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_0477_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_0478_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_0478_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_0478_img_2.jpg,well_handled_negative
tt0163025_0935,tt0163025,935,936,0,1.4360385e-06,0.003119046230628824,0.023946106,0.00048813500464051226,0.023814797401428223,0.9760539,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0163025/shot_0935_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0163025/shot_0935_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0163025/shot_0935_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0163025/shot_0936_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0163025/shot_0936_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0163025/shot_0936_img_2.jpg,well_handled_negative
tt0078788_1202,tt0078788,1202,1203,0,1.8843625e-06,0.006813837282832616,0.029662311,0.019397700901000795,0.020750463008880615,0.9703377,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0078788/shot_1202_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0078788/shot_1202_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0078788/shot_1202_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0078788/shot_1203_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0078788/shot_1203_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0078788/shot_1203_img_2.jpg,well_handled_negative
tt0113277_0988,tt0113277,988,989,0,2.3674736e-06,0.003634717898720239,0.057778537,0.021384673148826035,0.034973323345184326,0.94222146,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0988_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0988_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0988_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0989_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0989_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0989_img_2.jpg,well_handled_negative
tt0217505_1086,tt0217505,1086,1087,0,2.3875261e-06,0.001388365214742313,0.044783473,0.0047504235267312855,0.03387796878814697,0.9552165,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0217505/shot_1086_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0217505/shot_1086_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0217505/shot_1086_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0217505/shot_1087_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0217505/shot_1087_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0217505/shot_1087_img_2.jpg,well_handled_negative
tt0120689_2214,tt0120689,2214,2215,0,2.708702e-06,0.004668624150340984,0.033518076,0.003932238742922176,0.027170181274414062,0.9664819,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2214_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2214_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2214_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2215_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2215_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0120689/shot_2215_img_2.jpg,well_handled_negative
tt0103855_0964,tt0103855,964,965,0,3.0042463e-06,0.008173191808287732,0.040549934,0.01921874089329757,0.02391272783279419,0.95945007,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0103855/shot_0964_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0103855/shot_0964_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0103855/shot_0964_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0103855/shot_0965_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0103855/shot_0965_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0103855/shot_0965_img_2.jpg,well_handled_negative
tt0113277_0993,tt0113277,993,994,0,3.3528556e-06,0.00534226248329143,0.04860276,0.025237190258541507,0.02369832992553711,0.95139724,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0993_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0993_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0993_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0994_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0994_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0994_img_2.jpg,well_handled_negative
tt0112573_1801,tt0112573,1801,1802,0,3.366492e-06,0.0007740296133060567,0.03209102,0.0030463282629399485,0.042124807834625244,0.967909,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_1801_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_1801_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_1801_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_1802_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_1802_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_1802_img_2.jpg,well_handled_negative
tt0379786_1516,tt0379786,1516,1517,0,3.8036897e-06,0.005214130259674841,0.03450471,0.022883357751509008,0.023959755897521973,0.9654953,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0379786/shot_1516_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0379786/shot_1516_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0379786/shot_1516_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0379786/shot_1517_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0379786/shot_1517_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0379786/shot_1517_img_2.jpg,well_handled_negative
tt1375666_0751,tt1375666,751,752,0,3.822042e-06,0.003822221381761963,0.07191461,0.01886708372622187,0.03547698259353638,0.9280854,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1375666/shot_0751_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1375666/shot_0751_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1375666/shot_0751_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1375666/shot_0752_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1375666/shot_0752_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1375666/shot_0752_img_2.jpg,well_handled_negative
tt0112573_2507,tt0112573,2507,2508,0,4.180388e-06,0.0013258990650287384,0.04525727,0.005851878901240666,0.023213863372802734,0.9547427,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2507_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2507_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2507_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2508_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2508_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2508_img_2.jpg,well_handled_negative
